/path/path/file                                                                                                                  100%  427KB 426.7KB/s   00:01
/path/path/file                                                                            100%   58MB   1.5MB/s   00:40
/path/path/file                                                                            100%   53MB   1.7MB/s   00:32
/path/path/file                                                                            100%   48MB   1.1MB/s   00:43
/path/path/file                                                                            100%   53MB   1.7MB/s   00:32
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                            100%   62MB   1.5MB/s   00:41
/path/path/file                                                                            100%   48MB   1.5MB/s   00:32
/path/path/file                                                                            100%   55MB   1.3MB/s   00:43
/path/path/file                                                                            100%   60MB   1.5MB/s   00:41
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                            100%   45MB   1.9MB/s   00:23
/path/path/file                                                                            100%   57MB   1.5MB/s   00:39
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                        100% 1736     1.7KB/s   00:01
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                        100% 1736     1.7KB/s   00:01
/path/path/file                                                                            100%   55MB   1.4MB/s   00:39
/path/path/file                                                                        100% 1736     1.7KB/s   00:00
/path/path/file                                                                            100%   53MB   1.2MB/s   00:44
/path/path/file                                                                        100% 1736     1.7KB/s   00:01
/path/path/file                                                                             86%   55MB   1.0MB/s   00:08
